,IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
1271,6,10.215.173.1,41224,142.250.115.95,443,10307,Chrome,com.android.chrome,HTTPS,Closed,ogads-pa.clients6.google.com,1899,11930,15,15,2025-02-04T05:29:46.467-07:00,2025-02-04T05:29:49.118-07:00
1272,17,10.215.173.1,37870,142.250.115.95,443,10307,Chrome,com.android.chrome,QUIC,Closed,ogads-pa.clients6.google.com,4034,8136,9,11,2025-02-04T05:29:46.653-07:00,2025-02-04T05:29:46.886-07:00
1298,17,10.215.173.1,15656,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:31:44.824-07:00,2025-02-04T05:31:44.848-07:00
1299,17,10.215.173.1,23692,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:31:44.827-07:00,2025-02-04T05:31:44.849-07:00
1300,17,10.215.173.1,45200,142.250.115.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,11086,7238,17,15,2025-02-04T05:31:44.859-07:00,2025-02-04T05:31:45.020-07:00
1305,17,10.215.173.1,7584,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,168,1,1,2025-02-04T05:31:45.901-07:00,2025-02-04T05:31:45.921-07:00
1306,17,10.215.173.1,9357,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,129,1,1,2025-02-04T05:31:45.905-07:00,2025-02-04T05:31:45.932-07:00
1307,17,10.215.173.1,48949,142.250.115.139,443,10307,Chrome,com.android.chrome,QUIC,Closed,encrypted-tbn0.gstatic.com,3860,7608,13,14,2025-02-04T05:31:45.939-07:00,2025-02-04T05:31:46.320-07:00
1350,17,10.215.173.1,46626,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:32:45.228-07:00,2025-02-04T05:32:45.250-07:00
1351,17,10.215.173.1,58954,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:32:45.233-07:00,2025-02-04T05:32:45.255-07:00
1352,17,10.215.173.1,46745,172.253.63.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,5001,7226,15,14,2025-02-04T05:32:45.262-07:00,2025-02-04T05:32:52.027-07:00
1390,17,10.215.173.1,4428,10.215.173.2,53,10430,Opensignal,com.staircase3.opensignal,DNS,Closed,a23-47-52-121.deploy.static.akamaitechnologies.com,96,112,1,1,2025-02-04T05:34:01.667-07:00,2025-02-04T05:34:01.797-07:00
1394,17,10.215.173.1,53889,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:34:13.741-07:00,2025-02-04T05:34:13.767-07:00
1395,17,10.215.173.1,13338,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:34:13.745-07:00,2025-02-04T05:34:13.767-07:00
1396,17,10.215.173.1,44045,172.253.63.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,2714,3260,8,9,2025-02-04T05:34:13.772-07:00,2025-02-04T05:34:14.022-07:00
1452,17,10.215.173.1,48363,10.215.173.2,53,10430,Opensignal,com.staircase3.opensignal,DNS,Closed,a23-47-52-104.deploy.static.akamaitechnologies.com,96,112,1,1,2025-02-04T05:35:43.957-07:00,2025-02-04T05:35:44.009-07:00
1597,17,10.215.173.1,20507,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,134,1,1,2025-02-04T05:41:02.936-07:00,2025-02-04T05:41:02.950-07:00
1598,17,10.215.173.1,53077,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,95,1,1,2025-02-04T05:41:02.940-07:00,2025-02-04T05:41:02.966-07:00
1599,17,10.215.173.1,39596,142.251.116.157,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.googleadservices.com,4029,3357,12,12,2025-02-04T05:41:02.964-07:00,2025-02-04T05:41:07.566-07:00
1611,17,10.215.173.1,4716,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,90,1,1,2025-02-04T05:41:06.277-07:00,2025-02-04T05:41:06.301-07:00
1612,17,10.215.173.1,58195,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,124,1,1,2025-02-04T05:41:06.283-07:00,2025-02-04T05:41:06.302-07:00
1613,17,10.215.173.1,37649,142.250.114.95,443,10307,Chrome,com.android.chrome,QUIC,Closed,ogads-pa.clients6.google.com,5200,3609,9,8,2025-02-04T05:41:06.310-07:00,2025-02-04T05:41:06.499-07:00
1618,17,10.215.173.1,14451,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:41:07.811-07:00,2025-02-04T05:41:07.842-07:00
1619,17,10.215.173.1,37019,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,118,1,1,2025-02-04T05:41:07.815-07:00,2025-02-04T05:41:07.843-07:00
1624,6,10.215.173.1,46450,142.251.186.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.gstatic.com,4773,507990,64,110,2025-02-04T05:41:07.856-07:00,2025-02-04T05:42:08.544-07:00
1627,17,10.215.173.1,43234,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:41:08.018-07:00,2025-02-04T05:41:08.036-07:00
1628,17,10.215.173.1,19794,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,88,1,1,2025-02-04T05:41:08.021-07:00,2025-02-04T05:41:08.054-07:00
1629,6,10.215.173.1,46452,142.251.186.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.gstatic.com,891,5542,7,7,2025-02-04T05:41:08.025-07:00,2025-02-04T05:42:08.540-07:00
1631,6,10.215.173.1,44836,142.251.116.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,fonts.gstatic.com,3125,138450,44,43,2025-02-04T05:41:08.045-07:00,2025-02-04T05:42:08.540-07:00
1632,17,10.215.173.1,33665,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,166,1,1,2025-02-04T05:41:08.047-07:00,2025-02-04T05:41:08.072-07:00
1633,17,10.215.173.1,54967,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,127,1,1,2025-02-04T05:41:08.049-07:00,2025-02-04T05:41:08.076-07:00
1636,6,10.215.173.1,39120,142.251.186.102,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.google-analytics.com,918,6149,7,7,2025-02-04T05:41:08.079-07:00,2025-02-04T05:42:08.538-07:00
1639,17,10.215.173.1,37341,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,16018,156780,123,198,2025-02-04T05:41:08.164-07:00,2025-02-04T05:41:57.624-07:00
1644,17,10.215.173.1,46650,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,2879,6257,5,7,2025-02-04T05:41:08.576-07:00,2025-02-04T05:41:08.762-07:00
1645,17,10.215.173.1,48015,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,3847,8114,10,12,2025-02-04T05:41:08.808-07:00,2025-02-04T05:41:09.854-07:00
1650,6,10.215.173.1,39128,142.251.186.102,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.google-analytics.com,3646,7360,16,17,2025-02-04T05:41:10.587-07:00,2025-02-04T05:42:08.550-07:00
1652,17,10.215.173.1,42529,142.251.186.102,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.google-analytics.com,30012,35725,97,105,2025-02-04T05:41:10.909-07:00,2025-02-04T05:42:03.576-07:00
1656,17,10.215.173.1,39175,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,2803,6254,4,7,2025-02-04T05:41:19.029-07:00,2025-02-04T05:41:19.206-07:00
1657,17,10.215.173.1,49699,142.251.186.102,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.google-analytics.com,2878,6491,5,8,2025-02-04T05:41:19.036-07:00,2025-02-04T05:41:19.219-07:00
1664,17,10.215.173.1,16732,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2025-02-04T05:41:33.447-07:00,2025-02-04T05:41:33.470-07:00
1665,6,10.215.173.1,45634,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1469,5482,9,9,2025-02-04T05:41:33.474-07:00,2025-02-04T05:42:42.731-07:00
1666,6,10.215.173.1,45640,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1175,5237,8,8,2025-02-04T05:41:33.478-07:00,2025-02-04T05:42:37.721-07:00
1673,17,10.215.173.1,18942,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:41:34.720-07:00,2025-02-04T05:41:34.750-07:00
1674,6,10.215.173.1,41118,142.251.186.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,www.gstatic.com,4326,157690,52,52,2025-02-04T05:41:34.760-07:00,2025-02-04T05:42:37.722-07:00
1684,6,10.215.173.1,48270,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1135,5197,7,7,2025-02-04T05:41:39.012-07:00,2025-02-04T05:42:42.731-07:00
1685,6,10.215.173.1,48276,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1135,5197,7,7,2025-02-04T05:41:39.018-07:00,2025-02-04T05:42:42.731-07:00
1694,17,10.215.173.1,2025,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:41:41.797-07:00,2025-02-04T05:41:41.832-07:00
1695,17,10.215.173.1,3305,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,118,1,1,2025-02-04T05:41:41.802-07:00,2025-02-04T05:41:41.832-07:00
1698,17,10.215.173.1,39552,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,6004,120079,56,101,2025-02-04T05:41:41.849-07:00,2025-02-04T05:41:42.749-07:00
1699,17,10.215.173.1,2556,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,156,1,1,2025-02-04T05:41:42.195-07:00,2025-02-04T05:41:42.230-07:00
1700,17,10.215.173.1,45934,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,127,1,1,2025-02-04T05:41:42.201-07:00,2025-02-04T05:41:42.230-07:00
1703,17,10.215.173.1,64224,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:41:42.211-07:00,2025-02-04T05:41:42.236-07:00
1704,17,10.215.173.1,17930,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,88,1,1,2025-02-04T05:41:42.214-07:00,2025-02-04T05:41:42.247-07:00
1705,6,10.215.173.1,49246,216.239.34.178,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.google-analytics.com,2737,29189,19,20,2025-02-04T05:41:42.235-07:00,2025-02-04T05:42:08.550-07:00
1707,17,10.215.173.1,48130,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,5249,86673,46,74,2025-02-04T05:41:42.264-07:00,2025-02-04T05:41:42.554-07:00
1716,17,10.215.173.1,47447,216.239.34.178,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.google-analytics.com,2715,7217,8,11,2025-02-04T05:41:43.009-07:00,2025-02-04T05:41:43.427-07:00
1718,17,10.215.173.1,50964,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ssl.gstatic.com,61,77,1,1,2025-02-04T05:41:43.081-07:00,2025-02-04T05:41:43.099-07:00
1719,17,10.215.173.1,7280,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ssl.gstatic.com,61,118,1,1,2025-02-04T05:41:43.084-07:00,2025-02-04T05:41:43.100-07:00
1720,6,10.215.173.1,43028,142.250.114.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,ssl.gstatic.com,1880,6909,14,14,2025-02-04T05:41:43.109-07:00,2025-02-04T05:42:08.550-07:00
1723,17,10.215.173.1,46219,142.250.114.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,ssl.gstatic.com,6744,145760,59,119,2025-02-04T05:41:43.338-07:00,2025-02-04T05:41:44.394-07:00
1728,17,10.215.173.1,46002,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,1600,6259,4,7,2025-02-04T05:41:44.204-07:00,2025-02-04T05:41:44.374-07:00
1730,17,10.215.173.1,16404,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:41:47.919-07:00,2025-02-04T05:41:47.941-07:00
1731,17,10.215.173.1,16580,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:41:47.923-07:00,2025-02-04T05:41:47.943-07:00
1732,17,10.215.173.1,48099,172.253.63.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,8780,3419,13,12,2025-02-04T05:41:47.949-07:00,2025-02-04T05:41:48.201-07:00
1740,17,10.215.173.1,39825,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,2943,2500,7,5,2025-02-04T05:41:57.334-07:00,2025-02-04T05:41:57.513-07:00
1767,17,10.215.173.1,42608,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,analytics.google.com,66,158,1,1,2025-02-04T05:41:59.047-07:00,2025-02-04T05:41:59.072-07:00
1768,17,10.215.173.1,61971,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,analytics.google.com,66,144,1,1,2025-02-04T05:41:59.051-07:00,2025-02-04T05:41:59.072-07:00
1769,17,10.215.173.1,52644,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,stats.g.doubleclick.net,69,133,1,1,2025-02-04T05:41:59.055-07:00,2025-02-04T05:41:59.086-07:00
1770,17,10.215.173.1,3116,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,stats.g.doubleclick.net,69,129,1,1,2025-02-04T05:41:59.059-07:00,2025-02-04T05:41:59.087-07:00
1771,17,10.215.173.1,59347,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,td.doubleclick.net,64,128,1,1,2025-02-04T05:41:59.062-07:00,2025-02-04T05:41:59.086-07:00
1772,17,10.215.173.1,11386,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,td.doubleclick.net,64,124,1,1,2025-02-04T05:41:59.065-07:00,2025-02-04T05:41:59.087-07:00
1773,6,10.215.173.1,45506,216.239.36.181,443,10307,Chrome,com.android.chrome,HTTPS,Closed,analytics.google.com,6890,9207,18,18,2025-02-04T05:41:59.079-07:00,2025-02-04T05:42:08.540-07:00
1774,6,10.215.173.1,46714,142.250.114.155,443,10307,Chrome,com.android.chrome,HTTPS,Closed,stats.g.doubleclick.net,2069,6638,13,13,2025-02-04T05:41:59.090-07:00,2025-02-04T05:42:08.540-07:00
1775,6,10.215.173.1,46018,142.250.113.154,443,10307,Chrome,com.android.chrome,HTTPS,Closed,td.doubleclick.net,2146,6663,13,13,2025-02-04T05:41:59.092-07:00,2025-02-04T05:42:08.538-07:00
1778,17,10.215.173.1,40272,216.239.36.181,443,10307,Chrome,com.android.chrome,QUIC,Closed,analytics.google.com,2806,7154,4,8,2025-02-04T05:42:04.094-07:00,2025-02-04T05:42:04.270-07:00
1787,17,10.215.173.1,28419,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:42:12.463-07:00,2025-02-04T05:42:12.486-07:00
1788,17,10.215.173.1,63351,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:42:12.469-07:00,2025-02-04T05:42:12.486-07:00
1789,6,10.215.173.1,43306,172.253.63.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,beacons.gcp.gvt2.com,3077,6790,19,18,2025-02-04T05:42:12.494-07:00,2025-02-04T05:42:19.044-07:00
1790,6,10.215.173.1,43322,172.253.63.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,beacons.gcp.gvt2.com,978,5561,7,7,2025-02-04T05:42:12.499-07:00,2025-02-04T05:42:12.874-07:00
1809,17,10.215.173.1,62866,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:42:20.112-07:00,2025-02-04T05:42:20.135-07:00
1810,17,10.215.173.1,42370,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,118,1,1,2025-02-04T05:42:20.116-07:00,2025-02-04T05:42:20.136-07:00
1811,17,10.215.173.1,34156,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:42:20.121-07:00,2025-02-04T05:42:20.140-07:00
1812,17,10.215.173.1,14737,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,88,1,1,2025-02-04T05:42:20.124-07:00,2025-02-04T05:42:20.140-07:00
1813,17,10.215.173.1,42067,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,1670,2500,6,5,2025-02-04T05:42:20.148-07:00,2025-02-04T05:42:20.261-07:00
1816,17,10.215.173.1,40113,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,1674,2504,6,5,2025-02-04T05:42:20.160-07:00,2025-02-04T05:42:20.270-07:00
1838,17,10.215.173.1,8936,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:42:25.689-07:00,2025-02-04T05:42:25.715-07:00
1839,17,10.215.173.1,17147,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:42:25.712-07:00,2025-02-04T05:42:25.736-07:00
1840,17,10.215.173.1,43578,172.253.63.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,3726,7025,10,11,2025-02-04T05:42:25.727-07:00,2025-02-04T05:42:26.028-07:00
1856,17,10.215.173.1,22086,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:42:31.366-07:00,2025-02-04T05:42:31.399-07:00
1857,17,10.215.173.1,59733,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,118,1,1,2025-02-04T05:42:31.372-07:00,2025-02-04T05:42:31.442-07:00
1858,17,10.215.173.1,1761,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:42:31.377-07:00,2025-02-04T05:42:31.399-07:00
1859,17,10.215.173.1,56137,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,88,1,1,2025-02-04T05:42:31.384-07:00,2025-02-04T05:42:31.406-07:00
1868,17,10.215.173.1,24562,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:42:52.788-07:00,2025-02-04T05:42:52.810-07:00
1869,17,10.215.173.1,18739,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:42:52.793-07:00,2025-02-04T05:42:52.819-07:00
1874,17,10.215.173.1,47620,172.253.63.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,4414,3429,11,12,2025-02-04T05:42:52.826-07:00,2025-02-04T05:42:53.041-07:00
1876,17,10.215.173.1,49363,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:42:59.993-07:00,2025-02-04T05:43:00.010-07:00
1877,17,10.215.173.1,45954,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:42:59.997-07:00,2025-02-04T05:43:00.027-07:00
1878,17,10.215.173.1,40503,172.253.63.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,4772,3575,18,14,2025-02-04T05:43:00.023-07:00,2025-02-04T05:43:16.312-07:00
1893,17,10.215.173.1,52289,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:43:33.397-07:00,2025-02-04T05:43:33.420-07:00
1894,17,10.215.173.1,51959,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:43:33.401-07:00,2025-02-04T05:43:33.421-07:00
1895,17,10.215.173.1,42308,172.253.63.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,3642,3258,9,9,2025-02-04T05:43:33.429-07:00,2025-02-04T05:43:33.687-07:00
1915,17,10.215.173.1,62071,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:44:32.340-07:00,2025-02-04T05:44:32.364-07:00
1916,17,10.215.173.1,59159,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:44:32.344-07:00,2025-02-04T05:44:32.364-07:00
1920,17,10.215.173.1,45327,142.250.115.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,5165,6979,12,10,2025-02-04T05:44:32.371-07:00,2025-02-04T05:44:32.571-07:00
1945,17,10.215.173.1,27543,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:45:45.077-07:00,2025-02-04T05:45:45.115-07:00
1946,17,10.215.173.1,16238,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:45:45.082-07:00,2025-02-04T05:45:45.121-07:00
1951,17,10.215.173.1,43648,172.253.63.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,4530,3313,13,10,2025-02-04T05:45:45.126-07:00,2025-02-04T05:45:45.402-07:00
1969,17,10.215.173.1,30822,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,168,1,1,2025-02-04T05:45:49.750-07:00,2025-02-04T05:45:49.779-07:00
1970,17,10.215.173.1,9342,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,129,1,1,2025-02-04T05:45:49.755-07:00,2025-02-04T05:45:49.789-07:00
1973,17,10.215.173.1,41746,142.250.115.138,443,10307,Chrome,com.android.chrome,QUIC,Closed,encrypted-tbn0.gstatic.com,7782,35318,53,55,2025-02-04T05:45:49.797-07:00,2025-02-04T05:45:52.149-07:00
1975,17,10.215.173.1,8381,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,analytics.google.com,66,158,1,1,2025-02-04T05:45:52.124-07:00,2025-02-04T05:45:52.161-07:00
1976,17,10.215.173.1,23814,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,analytics.google.com,66,144,1,1,2025-02-04T05:45:52.129-07:00,2025-02-04T05:45:52.164-07:00
1977,17,10.215.173.1,46197,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,td.doubleclick.net,64,128,1,1,2025-02-04T05:45:52.140-07:00,2025-02-04T05:45:52.164-07:00
1978,17,10.215.173.1,29355,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,td.doubleclick.net,64,124,1,1,2025-02-04T05:45:52.142-07:00,2025-02-04T05:45:52.165-07:00
1979,17,10.215.173.1,41958,216.239.34.181,443,10307,Chrome,com.android.chrome,QUIC,Closed,analytics.google.com,5185,3504,12,13,2025-02-04T05:45:52.171-07:00,2025-02-04T05:45:54.589-07:00
1980,17,10.215.173.1,38985,142.250.114.157,443,10307,Chrome,com.android.chrome,QUIC,Closed,td.doubleclick.net,2584,7146,7,11,2025-02-04T05:45:52.177-07:00,2025-02-04T05:45:52.423-07:00
1988,17,10.215.173.1,51238,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,134,1,1,2025-02-04T05:45:54.620-07:00,2025-02-04T05:45:54.638-07:00
1989,17,10.215.173.1,20077,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,95,1,1,2025-02-04T05:45:54.625-07:00,2025-02-04T05:45:54.652-07:00
1991,17,10.215.173.1,41861,142.251.116.156,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.googleadservices.com,5111,4275,22,24,2025-02-04T05:45:54.650-07:00,2025-02-04T05:46:28.321-07:00
1994,17,10.215.173.1,35589,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,168,1,1,2025-02-04T05:45:55.625-07:00,2025-02-04T05:45:55.661-07:00
1995,17,10.215.173.1,42840,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,129,1,1,2025-02-04T05:45:55.628-07:00,2025-02-04T05:45:55.662-07:00
1996,17,10.215.173.1,44828,142.250.115.138,443,10307,Chrome,com.android.chrome,QUIC,Closed,encrypted-tbn0.gstatic.com,2538,9731,10,12,2025-02-04T05:45:55.671-07:00,2025-02-04T05:45:55.928-07:00
1997,6,10.215.173.1,48030,142.250.115.138,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,952,5577,7,7,2025-02-04T05:45:55.763-07:00,2025-02-04T05:46:31.280-07:00
2006,17,10.215.173.1,5410,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:45:56.864-07:00,2025-02-04T05:45:56.886-07:00
2007,17,10.215.173.1,2125,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,118,1,1,2025-02-04T05:45:56.870-07:00,2025-02-04T05:45:56.896-07:00
2008,17,10.215.173.1,41694,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,35866,925139,161,743,2025-02-04T05:45:56.902-07:00,2025-02-04T05:45:57.991-07:00
