,IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
2,17,10.215.173.1,11530,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T04:06:11.205-07:00,2025-02-04T04:06:11.425-07:00
4,17,10.215.173.1,47531,172.253.63.94,443,10272,Google Play Store,com.android.vending,QUIC,Closed,beacons.gcp.gvt2.com,4401,8476,11,14,2025-02-04T04:06:11.464-07:00,2025-02-04T04:06:11.825-07:00
12,17,10.215.173.1,32486,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2025-02-04T04:06:24.351-07:00,2025-02-04T04:06:24.386-07:00
13,6,10.215.173.1,48712,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,2242,2134,14,13,2025-02-04T04:06:24.391-07:00,2025-02-04T04:08:01.108-07:00
14,6,10.215.173.1,48716,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1534,1562,9,9,2025-02-04T04:06:24.465-07:00,2025-02-04T04:07:32.110-07:00
18,17,10.215.173.1,8196,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,beacons.gvt2.com,62,78,1,1,2025-02-04T04:06:24.876-07:00,2025-02-04T04:06:24.890-07:00
20,6,10.215.173.1,49780,142.250.113.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,beacons.gvt2.com,4151,7815,16,14,2025-02-04T04:06:24.895-07:00,2025-02-04T04:07:27.094-07:00
21,17,10.215.173.1,47395,142.250.113.94,443,10272,Google Play Store,com.android.vending,QUIC,Closed,beacons.gvt2.com,4154,8903,6,10,2025-02-04T04:06:25.073-07:00,2025-02-04T04:06:25.185-07:00
34,17,10.215.173.1,2902,10.215.173.2,53,10428,PCAPdroid,com.emanuelef.remote_capture,DNS,Closed,firebaselogging.googleapis.com,76,156,1,1,2025-02-04T04:06:28.542-07:00,2025-02-04T04:06:28.566-07:00
35,6,10.215.173.1,41488,142.250.113.95,443,10428,PCAPdroid,com.emanuelef.remote_capture,HTTPS,Closed,firebaselogging.googleapis.com,1903,5977,8,8,2025-02-04T04:06:28.573-07:00,2025-02-04T04:07:32.110-07:00
157,17,10.215.173.1,39336,10.215.173.2,53,10428,PCAPdroid,com.emanuelef.remote_capture,DNS,Closed,firebaselogging.googleapis.com,76,156,1,1,2025-02-04T04:22:00.353-07:00,2025-02-04T04:22:00.373-07:00
158,6,10.215.173.1,44822,142.251.116.95,443,10428,PCAPdroid,com.emanuelef.remote_capture,HTTPS,Closed,firebaselogging.googleapis.com,1946,1806,7,7,2025-02-04T04:22:00.380-07:00,2025-02-04T04:23:00.278-07:00
241,17,10.215.173.1,35973,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T04:27:14.835-07:00,2025-02-04T04:27:14.864-07:00
242,17,10.215.173.1,48093,142.250.115.94,443,10272,Google Play Store,com.android.vending,QUIC,Closed,beacons.gcp.gvt2.com,5580,8484,11,14,2025-02-04T04:27:14.890-07:00,2025-02-04T04:27:15.164-07:00
272,17,10.215.173.1,46649,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2025-02-04T04:28:23.641-07:00,2025-02-04T04:28:23.662-07:00
273,6,10.215.173.1,46848,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1175,5237,8,8,2025-02-04T04:28:23.669-07:00,2025-02-04T04:29:28.502-07:00
303,17,10.215.173.1,62581,10.215.173.2,53,10432,Novelist,it.returntrue.novelist,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T04:29:40.851-07:00,2025-02-04T04:29:40.880-07:00
304,17,10.215.173.1,23587,10.215.173.2,53,10432,Novelist,it.returntrue.novelist,DNS,Closed,fonts.gstatic.com,63,91,1,1,2025-02-04T04:29:40.867-07:00,2025-02-04T04:29:40.893-07:00
305,6,10.215.173.1,45318,142.251.116.94,443,10432,Novelist,it.returntrue.novelist,HTTPS,Closed,fonts.gstatic.com,3410,282161,72,71,2025-02-04T04:29:40.886-07:00,2025-02-04T04:29:56.333-07:00
306,6,10.215.173.1,45320,142.251.116.94,443,10432,Novelist,it.returntrue.novelist,HTTPS,Closed,fonts.gstatic.com,3370,275196,71,71,2025-02-04T04:29:40.891-07:00,2025-02-04T04:29:56.300-07:00
469,17,10.215.173.1,15343,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T04:51:26.546-07:00,2025-02-04T04:51:26.568-07:00
470,17,10.215.173.1,25825,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,118,1,1,2025-02-04T04:51:26.549-07:00,2025-02-04T04:51:26.569-07:00
471,17,10.215.173.1,46605,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,3213,10348,20,16,2025-02-04T04:51:26.574-07:00,2025-02-04T04:51:29.013-07:00
501,17,10.215.173.1,41836,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,168,1,1,2025-02-04T04:51:28.909-07:00,2025-02-04T04:51:28.933-07:00
502,17,10.215.173.1,27015,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,129,1,1,2025-02-04T04:51:28.914-07:00,2025-02-04T04:51:28.934-07:00
503,17,10.215.173.1,7475,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn1.gstatic.com,72,168,1,1,2025-02-04T04:51:28.919-07:00,2025-02-04T04:51:28.949-07:00
504,17,10.215.173.1,24377,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn1.gstatic.com,72,129,1,1,2025-02-04T04:51:28.922-07:00,2025-02-04T04:51:28.952-07:00
506,6,10.215.173.1,46018,142.250.115.101,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,1702,15723,14,14,2025-02-04T04:51:28.936-07:00,2025-02-04T04:52:31.354-07:00
507,6,10.215.173.1,40532,142.250.114.138,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn1.gstatic.com,1606,7259,11,8,2025-02-04T04:51:28.955-07:00,2025-02-04T04:52:31.354-07:00
508,17,10.215.173.1,38054,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,168,1,1,2025-02-04T04:51:33.455-07:00,2025-02-04T04:51:33.501-07:00
509,17,10.215.173.1,22103,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,129,1,1,2025-02-04T04:51:33.459-07:00,2025-02-04T04:51:33.502-07:00
510,6,10.215.173.1,37252,142.250.115.139,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,4331,25007,37,24,2025-02-04T04:51:33.506-07:00,2025-02-04T04:52:31.358-07:00
511,6,10.215.173.1,37260,142.250.115.139,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,952,5577,7,7,2025-02-04T04:51:33.509-07:00,2025-02-04T04:51:33.710-07:00
512,6,10.215.173.1,37262,142.250.115.139,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,920,5575,7,7,2025-02-04T04:51:33.512-07:00,2025-02-04T04:51:33.714-07:00
513,6,10.215.173.1,37276,142.250.115.139,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,920,5576,7,7,2025-02-04T04:51:33.514-07:00,2025-02-04T04:51:33.714-07:00
514,6,10.215.173.1,37280,142.250.115.139,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,920,5576,7,7,2025-02-04T04:51:33.515-07:00,2025-02-04T04:51:33.719-07:00
515,6,10.215.173.1,37294,142.250.115.139,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,984,5575,7,7,2025-02-04T04:51:33.519-07:00,2025-02-04T04:51:33.780-07:00
516,17,10.215.173.1,48341,142.250.115.139,443,10307,Chrome,com.android.chrome,QUIC,Closed,encrypted-tbn0.gstatic.com,1600,6285,4,7,2025-02-04T04:51:33.916-07:00,2025-02-04T04:51:34.098-07:00
528,17,10.215.173.1,8513,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2025-02-04T04:52:12.579-07:00,2025-02-04T04:52:12.598-07:00
529,6,10.215.173.1,39196,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1200,1276,7,7,2025-02-04T04:52:12.606-07:00,2025-02-04T04:53:17.146-07:00
677,17,10.215.173.1,56681,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2025-02-04T05:03:22.251-07:00,2025-02-04T05:03:22.271-07:00
678,6,10.215.173.1,40850,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1135,5196,7,7,2025-02-04T05:03:22.277-07:00,2025-02-04T05:04:26.259-07:00
722,17,10.215.173.1,19723,10.215.173.2,53,10430,Opensignal,com.staircase3.opensignal,DNS,Closed,firebaselogging-pa.googleapis.com,79,159,1,1,2025-02-04T05:03:52.828-07:00,2025-02-04T05:03:52.852-07:00
723,6,10.215.173.1,39018,142.251.116.95,443,10430,Opensignal,com.staircase3.opensignal,HTTPS,Closed,firebaselogging-pa.googleapis.com,2387,6101,11,11,2025-02-04T05:03:52.857-07:00,2025-02-04T05:03:58.621-07:00
727,17,10.215.173.1,38301,142.250.113.95,443,10244,Google Play services,com.google.android.gms,QUIC,Closed,firebaselogging-pa.googleapis.com,44302,21359,44,40,2025-02-04T05:03:55.203-07:00,2025-02-04T05:03:56.293-07:00
852,17,10.215.173.1,59936,10.215.173.2,53,10425,,,DNS,Closed,firebaselogging.googleapis.com,76,156,1,1,2025-02-04T05:07:34.036-07:00,2025-02-04T05:07:34.392-07:00
853,6,10.215.173.1,43000,142.251.186.95,443,10425,,,HTTPS,Closed,firebaselogging.googleapis.com,1983,5988,9,9,2025-02-04T05:07:34.398-07:00,2025-02-04T05:08:34.811-07:00
890,17,10.215.173.1,46335,10.215.173.2,53,10313,Gboard,com.google.android.inputmethod.latin,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:10:40.770-07:00,2025-02-04T05:10:40.944-07:00
891,6,10.215.173.1,48540,142.251.186.94,443,10313,Gboard,com.google.android.inputmethod.latin,HTTPS,Closed,www.gstatic.com,1504,6286,15,14,2025-02-04T05:10:40.961-07:00,2025-02-04T05:11:42.001-07:00
914,17,10.215.173.1,47087,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:12:18.726-07:00,2025-02-04T05:12:18.748-07:00
915,6,10.215.173.1,48526,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,beacons.gcp.gvt2.com,3923,7989,19,18,2025-02-04T05:12:18.753-07:00,2025-02-04T05:13:23.536-07:00
916,17,10.215.173.1,47535,142.250.115.94,443,10272,Google Play Store,com.android.vending,QUIC,Closed,beacons.gcp.gvt2.com,4156,8900,6,10,2025-02-04T05:12:18.928-07:00,2025-02-04T05:12:19.038-07:00
943,17,10.215.173.1,33398,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,168,1,1,2025-02-04T05:12:38.768-07:00,2025-02-04T05:12:38.789-07:00
944,17,10.215.173.1,2083,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,129,1,1,2025-02-04T05:12:38.771-07:00,2025-02-04T05:12:38.789-07:00
945,6,10.215.173.1,47290,142.250.115.100,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,2392,13809,21,18,2025-02-04T05:12:38.793-07:00,2025-02-04T05:13:21.792-07:00
946,6,10.215.173.1,47306,142.250.115.100,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,1024,5617,8,8,2025-02-04T05:12:38.795-07:00,2025-02-04T05:12:38.960-07:00
947,6,10.215.173.1,47320,142.250.115.100,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,960,5617,8,8,2025-02-04T05:12:38.797-07:00,2025-02-04T05:12:38.960-07:00
950,17,10.215.173.1,44336,142.250.115.100,443,10307,Chrome,com.android.chrome,QUIC,Closed,encrypted-tbn0.gstatic.com,6601,27871,41,43,2025-02-04T05:12:39.388-07:00,2025-02-04T05:12:40.538-07:00
964,17,10.215.173.1,43613,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,134,1,1,2025-02-04T05:12:41.004-07:00,2025-02-04T05:12:41.023-07:00
965,17,10.215.173.1,59345,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,95,1,1,2025-02-04T05:12:41.008-07:00,2025-02-04T05:12:41.037-07:00
966,6,10.215.173.1,48558,142.251.186.157,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.googleadservices.com,2024,6237,13,12,2025-02-04T05:12:41.034-07:00,2025-02-04T05:13:21.804-07:00
972,17,10.215.173.1,25418,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:12:41.205-07:00,2025-02-04T05:12:41.236-07:00
973,17,10.215.173.1,31327,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,118,1,1,2025-02-04T05:12:41.209-07:00,2025-02-04T05:12:41.236-07:00
977,6,10.215.173.1,37618,142.251.186.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.gstatic.com,2651,82287,28,35,2025-02-04T05:12:41.247-07:00,2025-02-04T05:13:21.805-07:00
978,6,10.215.173.1,37632,142.251.186.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.gstatic.com,891,5542,7,7,2025-02-04T05:12:41.250-07:00,2025-02-04T05:12:41.405-07:00
1020,17,10.215.173.1,36431,10.215.173.2,53,10427,Discord,com.discord,DNS,Closed,firebaselogging.googleapis.com,76,156,1,1,2025-02-04T05:13:01.103-07:00,2025-02-04T05:13:01.134-07:00
1021,6,10.215.173.1,47416,142.250.113.95,443,10427,Discord,com.discord,HTTPS,Closed,firebaselogging.googleapis.com,1761,5997,7,7,2025-02-04T05:13:01.139-07:00,2025-02-04T05:14:04.236-07:00
1036,17,10.215.173.1,32632,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,168,1,1,2025-02-04T05:13:28.581-07:00,2025-02-04T05:13:28.609-07:00
1037,17,10.215.173.1,24898,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,129,1,1,2025-02-04T05:13:28.585-07:00,2025-02-04T05:13:28.603-07:00
1038,17,10.215.173.1,39483,142.250.115.138,443,10307,Chrome,com.android.chrome,QUIC,Closed,encrypted-tbn0.gstatic.com,8283,35645,56,55,2025-02-04T05:13:28.613-07:00,2025-02-04T05:13:29.936-07:00
1042,17,10.215.173.1,6627,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,134,1,1,2025-02-04T05:13:31.582-07:00,2025-02-04T05:13:31.608-07:00
1043,17,10.215.173.1,28825,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,95,1,1,2025-02-04T05:13:31.585-07:00,2025-02-04T05:13:31.603-07:00
1044,17,10.215.173.1,42501,142.251.186.157,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.googleadservices.com,2556,6754,9,10,2025-02-04T05:13:31.613-07:00,2025-02-04T05:13:31.844-07:00
1062,17,10.215.173.1,39669,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:13:32.744-07:00,2025-02-04T05:13:32.766-07:00
1063,17,10.215.173.1,64935,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,88,1,1,2025-02-04T05:13:32.747-07:00,2025-02-04T05:13:32.766-07:00
1066,17,10.215.173.1,46521,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,168,1,1,2025-02-04T05:13:32.759-07:00,2025-02-04T05:13:32.807-07:00
1067,17,10.215.173.1,28185,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,129,1,1,2025-02-04T05:13:32.763-07:00,2025-02-04T05:13:32.808-07:00
1068,17,10.215.173.1,48589,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,3708,7305,10,9,2025-02-04T05:13:32.774-07:00,2025-02-04T05:13:33.110-07:00
1075,6,10.215.173.1,41452,142.250.115.100,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,3097,40192,31,27,2025-02-04T05:13:32.819-07:00,2025-02-04T05:13:43.484-07:00
1076,6,10.215.173.1,41468,142.250.115.100,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,984,5576,7,7,2025-02-04T05:13:32.823-07:00,2025-02-04T05:13:33.038-07:00
1077,6,10.215.173.1,41472,142.250.115.100,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,893,5576,7,7,2025-02-04T05:13:32.829-07:00,2025-02-04T05:13:33.038-07:00
1079,17,10.215.173.1,37654,142.250.115.100,443,10307,Chrome,com.android.chrome,QUIC,Closed,encrypted-tbn0.gstatic.com,2812,6286,4,7,2025-02-04T05:13:33.082-07:00,2025-02-04T05:13:33.248-07:00
1085,17,10.215.173.1,58330,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:13:33.298-07:00,2025-02-04T05:13:33.318-07:00
1086,17,10.215.173.1,35132,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,118,1,1,2025-02-04T05:13:33.301-07:00,2025-02-04T05:13:33.318-07:00
1091,6,10.215.173.1,42822,142.251.186.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.gstatic.com,3395,128838,52,52,2025-02-04T05:13:33.334-07:00,2025-02-04T05:13:43.485-07:00
1093,17,10.215.173.1,48615,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,6953,235658,64,187,2025-02-04T05:13:33.523-07:00,2025-02-04T05:13:33.822-07:00
1098,17,10.215.173.1,53704,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,166,1,1,2025-02-04T05:13:34.551-07:00,2025-02-04T05:13:34.569-07:00
1099,17,10.215.173.1,44885,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,127,1,1,2025-02-04T05:13:34.555-07:00,2025-02-04T05:13:34.580-07:00
1100,6,10.215.173.1,38186,142.251.186.113,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.google-analytics.com,2667,29239,21,22,2025-02-04T05:13:34.578-07:00,2025-02-04T05:13:43.486-07:00
1107,17,10.215.173.1,44459,142.251.186.113,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.google-analytics.com,7431,9080,26,29,2025-02-04T05:13:35.192-07:00,2025-02-04T05:13:53.906-07:00
1108,17,10.215.173.1,26556,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:13:35.309-07:00,2025-02-04T05:13:35.334-07:00
1109,17,10.215.173.1,11718,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,118,1,1,2025-02-04T05:13:35.313-07:00,2025-02-04T05:13:35.335-07:00
1111,6,10.215.173.1,42852,142.251.186.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.gstatic.com,4001,277652,58,82,2025-02-04T05:13:35.345-07:00,2025-02-04T05:13:43.487-07:00
1112,6,10.215.173.1,42854,142.251.186.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.gstatic.com,941,5542,7,7,2025-02-04T05:13:35.348-07:00,2025-02-04T05:13:35.483-07:00
1117,17,10.215.173.1,44462,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:13:35.682-07:00,2025-02-04T05:13:35.700-07:00
1118,17,10.215.173.1,2071,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,88,1,1,2025-02-04T05:13:35.687-07:00,2025-02-04T05:13:35.707-07:00
1119,6,10.215.173.1,47162,142.251.116.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,fonts.gstatic.com,951,5589,8,8,2025-02-04T05:13:35.710-07:00,2025-02-04T05:13:43.468-07:00
1120,17,10.215.173.1,46741,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,2874,6246,5,7,2025-02-04T05:13:35.795-07:00,2025-02-04T05:13:35.971-07:00
1121,17,10.215.173.1,60387,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:13:35.802-07:00,2025-02-04T05:13:35.827-07:00
1122,17,10.215.173.1,22077,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,88,1,1,2025-02-04T05:13:35.805-07:00,2025-02-04T05:13:35.828-07:00
1123,17,10.215.173.1,46995,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,2944,9053,6,10,2025-02-04T05:13:35.821-07:00,2025-02-04T05:13:35.982-07:00
1124,17,10.215.173.1,48337,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,3829,18016,12,17,2025-02-04T05:13:35.833-07:00,2025-02-04T05:13:36.041-07:00
1128,17,10.215.173.1,60849,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:13:41.259-07:00,2025-02-04T05:13:41.279-07:00
1129,17,10.215.173.1,40022,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:13:41.263-07:00,2025-02-04T05:13:41.280-07:00
1130,6,10.215.173.1,41454,172.253.63.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,beacons.gcp.gvt2.com,5590,6869,19,19,2025-02-04T05:13:41.283-07:00,2025-02-04T05:13:43.497-07:00
1131,17,10.215.173.1,49871,172.253.63.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,2874,6273,5,7,2025-02-04T05:13:41.521-07:00,2025-02-04T05:13:41.765-07:00
1147,17,10.215.173.1,47535,142.250.115.94,443,10272,Google Play Store,com.android.vending,UDP,Closed,beacons.gcp.gvt2.com,1146,907,5,6,2025-02-04T05:14:18.826-07:00,2025-02-04T05:14:19.003-07:00
1202,17,10.215.173.1,13061,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:29:27.894-07:00,2025-02-04T05:29:27.952-07:00
1203,17,10.215.173.1,55689,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:29:27.898-07:00,2025-02-04T05:29:27.964-07:00
1204,17,10.215.173.1,39911,172.253.63.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,4414,7122,10,12,2025-02-04T05:29:27.969-07:00,2025-02-04T05:29:28.311-07:00
1205,6,10.215.173.1,37194,172.253.63.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,beacons.gcp.gvt2.com,954,5602,8,8,2025-02-04T05:29:28.114-07:00,2025-02-04T05:29:28.435-07:00
1223,17,10.215.173.1,5497,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,168,1,1,2025-02-04T05:29:31.172-07:00,2025-02-04T05:29:31.259-07:00
1224,17,10.215.173.1,53642,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,encrypted-tbn0.gstatic.com,72,129,1,1,2025-02-04T05:29:31.176-07:00,2025-02-04T05:29:31.260-07:00
1225,17,10.215.173.1,46597,142.250.115.101,443,10307,Chrome,com.android.chrome,QUIC,Closed,encrypted-tbn0.gstatic.com,4112,22120,27,31,2025-02-04T05:29:31.264-07:00,2025-02-04T05:29:31.710-07:00
1226,6,10.215.173.1,48496,142.250.115.101,443,10307,Chrome,com.android.chrome,HTTPS,Closed,encrypted-tbn0.gstatic.com,920,5576,7,7,2025-02-04T05:29:31.328-07:00,2025-02-04T05:29:49.108-07:00
1239,17,10.215.173.1,35051,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,166,1,1,2025-02-04T05:29:43.066-07:00,2025-02-04T05:29:43.105-07:00
1240,17,10.215.173.1,55418,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,127,1,1,2025-02-04T05:29:43.070-07:00,2025-02-04T05:29:43.107-07:00
1242,17,10.215.173.1,38623,142.251.186.100,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.google-analytics.com,4009,7180,7,11,2025-02-04T05:29:43.111-07:00,2025-02-04T05:29:43.412-07:00
1244,17,10.215.173.1,37298,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,134,1,1,2025-02-04T05:29:43.135-07:00,2025-02-04T05:29:43.161-07:00
1245,17,10.215.173.1,18648,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,95,1,1,2025-02-04T05:29:43.138-07:00,2025-02-04T05:29:43.166-07:00
1246,17,10.215.173.1,46542,142.250.115.156,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.googleadservices.com,2737,7124,10,14,2025-02-04T05:29:43.171-07:00,2025-02-04T05:29:46.846-07:00
1248,6,10.215.173.1,45938,142.251.186.100,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.google-analytics.com,950,6151,7,7,2025-02-04T05:29:43.186-07:00,2025-02-04T05:29:49.109-07:00
1249,6,10.215.173.1,45380,142.250.115.156,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.googleadservices.com,891,5557,7,7,2025-02-04T05:29:43.259-07:00,2025-02-04T05:29:49.117-07:00
1269,17,10.215.173.1,25792,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,90,1,1,2025-02-04T05:29:46.428-07:00,2025-02-04T05:29:46.461-07:00
1270,17,10.215.173.1,21679,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,124,1,1,2025-02-04T05:29:46.430-07:00,2025-02-04T05:29:46.462-07:00
